breach_id,geometry_x,geometry_y,river,dijkring,breach_name,initial_breach_width,breach_growth_method
3084,83440,435455,Nieuwe Maas,Dijkring 14 - Zuid-Holland,Vlaardingen schutsluis,"10,0",vast
3085,79825,435260,Scheur,Dijkring 14 - Zuid-Holland,Vlaardingen-West (dp D81),"10,0",automatisch
3086,133633,589855,Waddenzee,Dijkring 04 - Vlieland,Vlieland,"10,0",automatisch
3098,83933,411366,Volkerak,Dijkring 25 - Goeree-Overflakkee,"Volkerak (dkr25 km 29,2)","10,0",automatisch
3099,80457,408491,Volkerak,Dijkring 25 - Goeree-Overflakkee,"Volkerak (dkr25 km 34,8)","10,0",automatisch
3100,86135,409635,Volkerak,Dijkring 34 - West-Brabant (regionaal),VolkerakZoommeer 1,"-999,0",automatisch
3101,83717,407248,Volkerak,Dijkring 34 - West-Brabant (regionaal),VolkerakZoommeer 2,"-999,0",automatisch
3102,75054,404869,Volkerak,Dijkring 34 - West-Brabant (regionaal),VolkerakZoommeer 3,"-999,0",automatisch
3103,79242,405236,Volkerak,Dijkring 34 - West-Brabant (regionaal),VolkerakZoommeer 4,"-999,0",automatisch
3104,74323,392861,Volkerak,Dijkring 34 - West-Brabant (regionaal),VolkerakZoommeer 5,"-999,0",automatisch
3118,200875,503425,Zwarte Water,Dijkring 10 - Mastenbroek,Voorsterhaven,"20,0",vast
3121,81114,419003,Haringvliet,Dijkring 21 - Hoekse Waard,"Vuile Gat km 1007,4 (Dkr21 km 50,2)","10,0",automatisch
3125,155559,426461,Waal,Dijkring 40 - Heerewaarden,Waal,"-999,0", 
3127,90773,432791,Nieuwe Maas,Dijkring 17 - IJsselmonde,"Waalhaven (dkr17 km 31,6)","10,0",automatisch
3178,106745,424962,Wantij,Dijkring 22 - Eiland van Dordrecht,"Wantij km 1 (Dkr22 km 0,6)","10,0",automatisch
3179,107537,425344,Wantij,Dijkring 22 - Eiland van Dordrecht,"Wantij km 1,7 (Dkr22 km 2,0)","10,0",automatisch
3180,109813,424303,Wantij,Dijkring 22 - Eiland van Dordrecht,"Wantij km 4,3 (Dkr22 km 4,8)","10,0",automatisch
3181,110173,424133,Wantij,Dijkring 22 - Eiland van Dordrecht,"Wantij km 4,8 (Dkr22 km 5,2)","10,0",automatisch
3182,110882,423251,Oude Maas,Dijkring 22 - Eiland van Dordrecht,"Wantij km 5,8 (Dkr22 km 6,6)","10,0",automatisch
3185,148117,523522,IJsselmeer,Dijkring 13 - Noord-Holland,WATERKERING ENKHUIZEN_0.5,"10,0", 
3186,136748,531182,IJsselmeer,Dijkring 13 - Noord-Holland,WATERKERING MEDEMBLIK_0,"10,0", 
3187,131077,497203,Markermeer,Dijkring 13 - Noord-Holland,WATERLANDSE ZEEDIJK_1.5,"10,0", 
3208,123450,426350,Boven Merwede,Dijkring 24 - Land van Altena,Werkendam,"10,0",vast
3209,120430,425057,Boven Merwede,Dijkring 24 - Land van Altena,Werkendamstad,"10,0",vast
3210,198975,516025,Zwarte Water,Dijkring 10 - Mastenbroek,West Genemuiden,"20,0",vast
3211,152562,475548,Nijkerkernauw,Dijkring 45 - Gelderse Vallei,Westdijk,"50,0",vast
3214,199163,502692,IJssel,Dijkring 10 - Mastenbroek,Westenholte,"20,0",vast
3231,132957,516857,Markermeer,Dijkring 13 - Noord-Holland,WESTERDIJK VAN DRECHTERLAND_0,"10,0", 
3232,130999,516576,Markermeer,Dijkring 13 - Noord-Holland,WESTERDIJK VAN DRECHTERLAND_2.5,"10,0", 
3233,169000,529900,IJsselmeer,Dijkring 07 - Noordoostpolder,Westermeerdijk,"-999,0", 
3243,183850,430750,Waal,Dijkring 41 - Land van Maas en Waal,Weurt,"-9999,0",vast
3252,136220,538931,IJsselmeer,Dijkring 12 - Wieringermeer,Wieringermeerdijk_11505,"10,0", 
3253,131625,548195,IJsselmeer,Dijkring 12 - Wieringermeer,Wieringermeerdijk_32,"-999,0",automatisch
3254,131184,549750,Waddenzee,Dijkring 12 - Wieringermeer,Wieringerzeewering Oosterland tot Den Oever_2.25,"10,0", 
3255,128620,549483,Waddenzee,Dijkring 12 - Wieringermeer,Wieringerzeewering tot Oosterland_7.75,"10,0", 
3256,195778,601723,Waddenzee,Dijkring 06 - Friesland en Groningen,Wierum,"-9999,0", 
3257,205459,488868,IJssel,Dijkring 53 - Salland,Wijhe,"20,0",vast
3260,150296,441797,Lek,Dijkring 44 - Kromme Rijn,Wijk bij Duurstede,"-9999,0",automatisch
3261,139403,443507,Lek,Dijkring 44 - Kromme Rijn,Wijk bij Duurstede - A27,"10,0",automatisch
3274,117298,409638,Wilhelminakanaal,Dijkring 34 - West-Brabant,Wilhelminakanaal,"12,0", 
3275,117633,409708,Wilhelminakanaal,Dijkring 35 - Donge,Wilhelminakanaal,"-999,0",vast
3276,91315,411203,Hollandsch Diep,Dijkring 34 - West-Brabant,Willemstad,"12,0", 
3277,89062,412358,Hollandsch Diep,Dijkring 34 - West-Brabant,Willemstad-stad,"12,0", 
3281,204965,494547,IJssel,Dijkring 53 - Salland,Windesheim,"20,0",vast
3296,158176,553919,IJsselmeer,Dijkring 06 - Friesland en Groningen,Workum,"-9999,0", 
3297,156916,552379,IJsselmeer,Dijkring 06 - Friesland en Groningen,WorkumerNieuwland,"-999,0", 
3299,129100,424550,Afgedamde Maas,Dijkring 24 - Land van Altena,Woudrichem,"10,0",vast
3300,68054,379450,Westerschelde,Dijkring 31 - Zuid-Beveland - oost,WSNoo - dp 105,"10,0", 
3301,65513,380624,Westerschelde,Dijkring 31 - Zuid-Beveland - oost,WSNoo - dp 135,"10,0", 
3302,63677,381022,Westerschelde,Dijkring 31 - Zuid-Beveland - oost,WSNoo - dp 155,"10,0", 
3303,62437,381774,Westerschelde,Dijkring 31 - Zuid-Beveland - oost,WSNoo - dp 170,"10,0", 
3304,61942,382593,Westerschelde,Dijkring 31 - Zuid-Beveland - oost,WSNoo - dp 180,"10,0", 
3305,60962,383664,Westerschelde,Dijkring 31 - Zuid-Beveland - oost,WSNoo - dp 200,"10,0", 
3306,59676,385227,Westerschelde,Dijkring 31 - Zuid-Beveland - oost,WSNoo - dp 235,"10,0", 
3307,57858,385861,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 275,"10,0", 
3308,55955,386231,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 300,"10,0", 
3309,53261,385471,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 335,"10,0", 
3310,53037,383332,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 360,"10,0",automatisch
3311,52074,380994,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 385,"10,0", 
3312,49842,379827,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 420,"10,0", 
3313,48130,379273,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 445,"10,0", 
3314,45671,378621,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 470,"10,0", 
3315,43915,380070,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 495,"10,0", 
3316,72742,380012,Westerschelde,Dijkring 31 - Zuid-Beveland - oost,WSNoo - dp 50,"10,0", 
3317,40454,381586,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 540,"10,0", 
3318,38503,384012,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 575,"10,0", 
3319,39118,385014,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 595,"10,0", 
3320,38963,389006,Westerschelde,Dijkring 30 - Zuid-Beveland - west,WSNoo - dp 660,"10,0", 
3321,71159,380078,Westerschelde,Dijkring 31 - Zuid-Beveland - oost,WSNoo - dp 70,"10,0", 
3322,34641,386689,Westerschelde,Dijkring 29 - Walcheren,WSNoo - dp 715,"10,0", 
3323,33911,386007,Westerschelde,Dijkring 29 - Walcheren,WSNoo - dp 730,"10,0", 
3324,33622,385648,Westerschelde,Dijkring 29 - Walcheren,WSNoo - dp 735,"10,0", 
3325,31669,385079,Westerschelde,Dijkring 29 - Walcheren,WSNoo - dp 760,"10,0", 
3326,30506,385639,Westerschelde,Dijkring 29 - Walcheren,WSNoo - dp 795,"10,0", 
3328,66507,373780,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 102,"10,0", 
3329,66023,374610,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 110,"10,0", 
3330,65237,374940,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 120,"10,0", 
3331,63172,375879,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 145,"10,0", 
3332,61304,376916,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 170,"10,0", 
3333,60574,378493,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 190,"10,0", 
3334,59959,379598,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 205,"10,0", 
3335,58678,380134,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 230,"10,0", 
3336,57585,380570,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 245,"10,0", 
3337,56094,379270,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 265,"10,0", 
3338,55933,377889,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 280,"10,0", 
3339,54841,376066,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 310,"10,0", 
3340,53887,375887,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 320,"10,0", 
3341,50434,374200,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 360,"10,0", 
3342,49953,374098,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 365,"10,0", 
3343,48804,372948,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 380,"10,0", 
3344,71676,372353,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 40,"10,0", 
3345,46567,373327,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 405,"10,0", 
3346,45509,372667,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 427,"10,0", 
3347,45110,372786,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 435,"10,0", 
3348,44041,374142,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 455,"10,0", 
3349,74209,373993,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 5,"10,0", 
3350,41492,373444,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 500,"10,0", 
3351,41497,374273,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 510,"10,0", 
3352,38433,374857,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 545,"10,0", 
3353,37475,375897,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 560,"10,0", 
3354,37119,376237,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 565,"10,0", 
3355,36844,376707,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 570,"10,0", 
3356,31003,378636,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 630,"10,0", 
3357,30084,378951,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 640,"10,0", 
3358,29244,379473,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 650,"10,0", 
3359,27250,380637,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 680,"10,0", 
3360,25661,381258,Noordzee,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 705,"10,0", 
3361,22296,380275,Noordzee,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 745,"10,0", 
3362,20390,379752,Noordzee,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 765,"10,0", 
3363,18258,379602,Noordzee,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 795,"10,0", 
3364,16017,378650,Noordzee,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 820,"10,0", 
3365,15120,378263,Noordzee,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 830,"10,0", 
3366,67497,372654,Westerschelde,Dijkring 32 - Zeeuwsch Vlaanderen,Wszui - dp 85,"10,0", 
3367,226538,413478,Boven Rijn,Dijkring 42 - Ooij en Millingen,Xantener Nordsee,"-999,0", 
3418,197370,503320,IJssel,Dijkring 11 - IJsseldelta,Zalk,"-999,0",
3419,187371,510574,IJssel,Dijkring 11 - IJsseldelta,Zandjes,"-999,0",vast
3427,115600,558775,Waddenzee,Dijkring 05 - Texel,ZEEDIJK PRINS HENDRIKPOLDER_2,"10,0", 
3428,122437,571929,Waddenzee,Dijkring 05 - Texel,ZEEDIJK VAN DE EENDRACHT_3,"10,0", 
3429,122274,569410,Waddenzee,Dijkring 05 - Texel,ZEEDIJK VAN HET NOORDEN_1.5,"10,0", 
3430,119151,561968,Waddenzee,Dijkring 05 - Texel,ZEEDIJK VAN OUDESCHILD_0.5,"10,0", 
3432,131646,507879,Markermeer,Dijkring 13 - Noord-Holland,ZEEVANGSZEEDIJK_3.5,"10,0", 
3459,136461,516512,Markermeer,Dijkring 13 - Noord-Holland,ZUIDERDIJK VAN DRECHTERLAND_18.5,"10,0", 
3460,144775,519036,Markermeer,Dijkring 13 - Noord-Holland,ZUIDERDIJK VAN DRECHTERLAND_6.5,"10,0", 
3463,134376,502163,Markermeer,Dijkring 13 - Noord-Holland,ZUIDPOLDERZEEDIJK_1.5,"10,0", 
3464,207073,450783,IJssel,Dijkring 49 - IJsselland,zuiveringOlburgseweg,"-9999,0",vast
3465,209854,463313,IJssel,Dijkring 50 - Zutphen,Zutphen-marshaven,"-999,0",vast
3466,199167,514810,Zwarte Water,Dijkring 10 - Mastenbroek,ZW Genemuiden,"20,0", 
3467,201825,514125,Zwarte Water,Dijkring 10 - Mastenbroek,ZW Vecht 12,"20,0",vast
3468,201275,504796,Zwarte Water,Dijkring 10 - Mastenbroek,ZW Vecht 265,"20,0",vast
3469,195532,519221,Zwarte Water,Dijkring 09 - Vollenhove,Zwarte Meer,"20,0",vast
3470,193042,516764,Zwartemeer,Dijkring 07 - Noordoostpolder,ZWARTEMEERDIJK_ 52.0,"10,0", 
3471,200369,516843,Zwarte Water,Dijkring 09 - Vollenhove,Zwartsluis,"20,0",vast
3472,201557,504854,Overijsselse Vecht,Dijkring 53 - Salland,Zwolle Holterbroek,"20,0",vast
3473,201003,503473,Overijsselse Vecht,Dijkring 53 - Salland,Zwolle IJsselkanaal,"20,0",vast
3474,200259,501944,IJssel,Dijkring 53 - Salland,Zwolle Noordwest,"20,0",vast
3475,202344,499799,IJssel,Dijkring 53 - Salland,Zwolle Zuidwest,"20,0",vast
